generation,status,fitness,games,wins,draws,port_wins,port_losses,dominance_cap_penalty,matchup_floor_penalty,matchup_recovery_bonus,port_loss_pressure_penalty,survival_infra_bonus,min_matchup_win_rate,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,fishing_dock_built_rate,fishing_dock_active_rate,avg_fishing_boats,dry_dock_started_rate,dry_dock_completed_rate,avg_damaged_ships,avg_raid_actions,guard_captain_rate,avg_guard_captains,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,fishing_dock_bias,fishing_boat_bias,dry_dock_bias,repair_bias,guard_captain_bias,fire_plans_bias,construction_idle_bias,build_priority
525,learned,27955,360,217,1,65,38,5303,2798,9000,3040,8504,0.150000,0.602778,11.350000,91.072222,26.141667,0.427778,0.394444,0.419444,0.388889,0.002778,0.002778,0.755556,0.744444,25.269444,0.211111,0.183333,0.216667,16.313889,0.594444,0.994444,0.409274,1.164906,0.032511,3.489952,0.000873,0.911961,0.099656,0.388757,0.004310,0.488292,0.815935,0.893047,0.617803,0.408354,0.228930,0.704094,shipyard|fishing_boat|fort|fire_plans
526,kept,27955,360,217,1,65,38,5303,2798,9000,3040,8504,0.150000,0.602778,11.350000,91.072222,26.141667,0.427778,0.394444,0.419444,0.388889,0.002778,0.002778,0.755556,0.744444,25.269444,0.211111,0.183333,0.216667,16.313889,0.594444,0.994444,0.409274,1.164906,0.032511,3.489952,0.000873,0.911961,0.099656,0.388757,0.004310,0.488292,0.815935,0.893047,0.617803,0.408354,0.228930,0.704094,shipyard|fishing_boat|fort|fire_plans
527,kept,27955,360,217,1,65,38,5303,2798,9000,3040,8504,0.150000,0.602778,11.350000,91.072222,26.141667,0.427778,0.394444,0.419444,0.388889,0.002778,0.002778,0.755556,0.744444,25.269444,0.211111,0.183333,0.216667,16.313889,0.594444,0.994444,0.409274,1.164906,0.032511,3.489952,0.000873,0.911961,0.099656,0.388757,0.004310,0.488292,0.815935,0.893047,0.617803,0.408354,0.228930,0.704094,shipyard|fishing_boat|fort|fire_plans
528,kept,27955,360,217,1,65,38,5303,2798,9000,3040,8504,0.150000,0.602778,11.350000,91.072222,26.141667,0.427778,0.394444,0.419444,0.388889,0.002778,0.002778,0.755556,0.744444,25.269444,0.211111,0.183333,0.216667,16.313889,0.594444,0.994444,0.409274,1.164906,0.032511,3.489952,0.000873,0.911961,0.099656,0.388757,0.004310,0.488292,0.815935,0.893047,0.617803,0.408354,0.228930,0.704094,shipyard|fishing_boat|fort|fire_plans
529,kept,27955,360,217,1,65,38,5303,2798,9000,3040,8504,0.150000,0.602778,11.350000,91.072222,26.141667,0.427778,0.394444,0.419444,0.388889,0.002778,0.002778,0.755556,0.744444,25.269444,0.211111,0.183333,0.216667,16.313889,0.594444,0.994444,0.409274,1.164906,0.032511,3.489952,0.000873,0.911961,0.099656,0.388757,0.004310,0.488292,0.815935,0.893047,0.617803,0.408354,0.228930,0.704094,shipyard|fishing_boat|fort|fire_plans
530,kept,27955,360,217,1,65,38,5303,2798,9000,3040,8504,0.150000,0.602778,11.350000,91.072222,26.141667,0.427778,0.394444,0.419444,0.388889,0.002778,0.002778,0.755556,0.744444,25.269444,0.211111,0.183333,0.216667,16.313889,0.594444,0.994444,0.409274,1.164906,0.032511,3.489952,0.000873,0.911961,0.099656,0.388757,0.004310,0.488292,0.815935,0.893047,0.617803,0.408354,0.228930,0.704094,shipyard|fishing_boat|fort|fire_plans
531,kept,27955,360,217,1,65,38,5303,2798,9000,3040,8504,0.150000,0.602778,11.350000,91.072222,26.141667,0.427778,0.394444,0.419444,0.388889,0.002778,0.002778,0.755556,0.744444,25.269444,0.211111,0.183333,0.216667,16.313889,0.594444,0.994444,0.409274,1.164906,0.032511,3.489952,0.000873,0.911961,0.099656,0.388757,0.004310,0.488292,0.815935,0.893047,0.617803,0.408354,0.228930,0.704094,shipyard|fishing_boat|fort|fire_plans
532,kept,27955,360,217,1,65,38,5303,2798,9000,3040,8504,0.150000,0.602778,11.350000,91.072222,26.141667,0.427778,0.394444,0.419444,0.388889,0.002778,0.002778,0.755556,0.744444,25.269444,0.211111,0.183333,0.216667,16.313889,0.594444,0.994444,0.409274,1.164906,0.032511,3.489952,0.000873,0.911961,0.099656,0.388757,0.004310,0.488292,0.815935,0.893047,0.617803,0.408354,0.228930,0.704094,shipyard|fishing_boat|fort|fire_plans
533,kept,27955,360,217,1,65,38,5303,2798,9000,3040,8504,0.150000,0.602778,11.350000,91.072222,26.141667,0.427778,0.394444,0.419444,0.388889,0.002778,0.002778,0.755556,0.744444,25.269444,0.211111,0.183333,0.216667,16.313889,0.594444,0.994444,0.409274,1.164906,0.032511,3.489952,0.000873,0.911961,0.099656,0.388757,0.004310,0.488292,0.815935,0.893047,0.617803,0.408354,0.228930,0.704094,shipyard|fishing_boat|fort|fire_plans
534,kept,27955,360,217,1,65,38,5303,2798,9000,3040,8504,0.150000,0.602778,11.350000,91.072222,26.141667,0.427778,0.394444,0.419444,0.388889,0.002778,0.002778,0.755556,0.744444,25.269444,0.211111,0.183333,0.216667,16.313889,0.594444,0.994444,0.409274,1.164906,0.032511,3.489952,0.000873,0.911961,0.099656,0.388757,0.004310,0.488292,0.815935,0.893047,0.617803,0.408354,0.228930,0.704094,shipyard|fishing_boat|fort|fire_plans
535,kept,27955,360,217,1,65,38,5303,2798,9000,3040,8504,0.150000,0.602778,11.350000,91.072222,26.141667,0.427778,0.394444,0.419444,0.388889,0.002778,0.002778,0.755556,0.744444,25.269444,0.211111,0.183333,0.216667,16.313889,0.594444,0.994444,0.409274,1.164906,0.032511,3.489952,0.000873,0.911961,0.099656,0.388757,0.004310,0.488292,0.815935,0.893047,0.617803,0.408354,0.228930,0.704094,shipyard|fishing_boat|fort|fire_plans
536,kept,27955,360,217,1,65,38,5303,2798,9000,3040,8504,0.150000,0.602778,11.350000,91.072222,26.141667,0.427778,0.394444,0.419444,0.388889,0.002778,0.002778,0.755556,0.744444,25.269444,0.211111,0.183333,0.216667,16.313889,0.594444,0.994444,0.409274,1.164906,0.032511,3.489952,0.000873,0.911961,0.099656,0.388757,0.004310,0.488292,0.815935,0.893047,0.617803,0.408354,0.228930,0.704094,shipyard|fishing_boat|fort|fire_plans
537,kept,27955,360,217,1,65,38,5303,2798,9000,3040,8504,0.150000,0.602778,11.350000,91.072222,26.141667,0.427778,0.394444,0.419444,0.388889,0.002778,0.002778,0.755556,0.744444,25.269444,0.211111,0.183333,0.216667,16.313889,0.594444,0.994444,0.409274,1.164906,0.032511,3.489952,0.000873,0.911961,0.099656,0.388757,0.004310,0.488292,0.815935,0.893047,0.617803,0.408354,0.228930,0.704094,shipyard|fishing_boat|fort|fire_plans
538,kept,27955,360,217,1,65,38,5303,2798,9000,3040,8504,0.150000,0.602778,11.350000,91.072222,26.141667,0.427778,0.394444,0.419444,0.388889,0.002778,0.002778,0.755556,0.744444,25.269444,0.211111,0.183333,0.216667,16.313889,0.594444,0.994444,0.409274,1.164906,0.032511,3.489952,0.000873,0.911961,0.099656,0.388757,0.004310,0.488292,0.815935,0.893047,0.617803,0.408354,0.228930,0.704094,shipyard|fishing_boat|fort|fire_plans
539,kept,27955,360,217,1,65,38,5303,2798,9000,3040,8504,0.150000,0.602778,11.350000,91.072222,26.141667,0.427778,0.394444,0.419444,0.388889,0.002778,0.002778,0.755556,0.744444,25.269444,0.211111,0.183333,0.216667,16.313889,0.594444,0.994444,0.409274,1.164906,0.032511,3.489952,0.000873,0.911961,0.099656,0.388757,0.004310,0.488292,0.815935,0.893047,0.617803,0.408354,0.228930,0.704094,shipyard|fishing_boat|fort|fire_plans
540,kept,27955,360,217,1,65,38,5303,2798,9000,3040,8504,0.150000,0.602778,11.350000,91.072222,26.141667,0.427778,0.394444,0.419444,0.388889,0.002778,0.002778,0.755556,0.744444,25.269444,0.211111,0.183333,0.216667,16.313889,0.594444,0.994444,0.409274,1.164906,0.032511,3.489952,0.000873,0.911961,0.099656,0.388757,0.004310,0.488292,0.815935,0.893047,0.617803,0.408354,0.228930,0.704094,shipyard|fishing_boat|fort|fire_plans
541,learned,38994,360,242,1,90,32,12710,1398,12000,2560,6304,0.200000,0.672222,11.188889,103.055556,20.788889,0.083333,0.077778,0.311111,0.288889,0.005556,0.005556,0.647222,0.644444,32.991667,0.038889,0.036111,0.402778,19.477778,0.694444,1.272222,0.441222,1.131531,0.020157,3.333314,0.000541,0.805503,0.061787,0.241029,0.002672,0.302741,0.885880,0.702850,0.447696,0.433931,0.244804,0.588835,fishing_boat|fort|fire_plans
542,kept,38994,360,242,1,90,32,12710,1398,12000,2560,6304,0.200000,0.672222,11.188889,103.055556,20.788889,0.083333,0.077778,0.311111,0.288889,0.005556,0.005556,0.647222,0.644444,32.991667,0.038889,0.036111,0.402778,19.477778,0.694444,1.272222,0.441222,1.131531,0.020157,3.333314,0.000541,0.805503,0.061787,0.241029,0.002672,0.302741,0.885880,0.702850,0.447696,0.433931,0.244804,0.588835,fishing_boat|fort|fire_plans
543,kept,38994,360,242,1,90,32,12710,1398,12000,2560,6304,0.200000,0.672222,11.188889,103.055556,20.788889,0.083333,0.077778,0.311111,0.288889,0.005556,0.005556,0.647222,0.644444,32.991667,0.038889,0.036111,0.402778,19.477778,0.694444,1.272222,0.441222,1.131531,0.020157,3.333314,0.000541,0.805503,0.061787,0.241029,0.002672,0.302741,0.885880,0.702850,0.447696,0.433931,0.244804,0.588835,fishing_boat|fort|fire_plans
544,kept,38994,360,242,1,90,32,12710,1398,12000,2560,6304,0.200000,0.672222,11.188889,103.055556,20.788889,0.083333,0.077778,0.311111,0.288889,0.005556,0.005556,0.647222,0.644444,32.991667,0.038889,0.036111,0.402778,19.477778,0.694444,1.272222,0.441222,1.131531,0.020157,3.333314,0.000541,0.805503,0.061787,0.241029,0.002672,0.302741,0.885880,0.702850,0.447696,0.433931,0.244804,0.588835,fishing_boat|fort|fire_plans
545,kept,38994,360,242,1,90,32,12710,1398,12000,2560,6304,0.200000,0.672222,11.188889,103.055556,20.788889,0.083333,0.077778,0.311111,0.288889,0.005556,0.005556,0.647222,0.644444,32.991667,0.038889,0.036111,0.402778,19.477778,0.694444,1.272222,0.441222,1.131531,0.020157,3.333314,0.000541,0.805503,0.061787,0.241029,0.002672,0.302741,0.885880,0.702850,0.447696,0.433931,0.244804,0.588835,fishing_boat|fort|fire_plans
546,kept,38994,360,242,1,90,32,12710,1398,12000,2560,6304,0.200000,0.672222,11.188889,103.055556,20.788889,0.083333,0.077778,0.311111,0.288889,0.005556,0.005556,0.647222,0.644444,32.991667,0.038889,0.036111,0.402778,19.477778,0.694444,1.272222,0.441222,1.131531,0.020157,3.333314,0.000541,0.805503,0.061787,0.241029,0.002672,0.302741,0.885880,0.702850,0.447696,0.433931,0.244804,0.588835,fishing_boat|fort|fire_plans
547,kept,38994,360,242,1,90,32,12710,1398,12000,2560,6304,0.200000,0.672222,11.188889,103.055556,20.788889,0.083333,0.077778,0.311111,0.288889,0.005556,0.005556,0.647222,0.644444,32.991667,0.038889,0.036111,0.402778,19.477778,0.694444,1.272222,0.441222,1.131531,0.020157,3.333314,0.000541,0.805503,0.061787,0.241029,0.002672,0.302741,0.885880,0.702850,0.447696,0.433931,0.244804,0.588835,fishing_boat|fort|fire_plans
548,kept,38994,360,242,1,90,32,12710,1398,12000,2560,6304,0.200000,0.672222,11.188889,103.055556,20.788889,0.083333,0.077778,0.311111,0.288889,0.005556,0.005556,0.647222,0.644444,32.991667,0.038889,0.036111,0.402778,19.477778,0.694444,1.272222,0.441222,1.131531,0.020157,3.333314,0.000541,0.805503,0.061787,0.241029,0.002672,0.302741,0.885880,0.702850,0.447696,0.433931,0.244804,0.588835,fishing_boat|fort|fire_plans
