generation,status,fitness,games,wins,draws,port_wins,port_losses,stomp_penalty,matchup_floor_penalty,min_matchup_win_rate,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,fishing_dock_built_rate,fishing_dock_active_rate,avg_fishing_boats,guard_captain_rate,avg_guard_captains,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,fishing_dock_bias,fishing_boat_bias,guard_captain_bias,fire_plans_bias,construction_idle_bias,build_priority
66,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
67,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
68,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
69,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
70,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
71,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
72,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
73,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
74,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
75,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
76,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
77,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
78,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
79,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
80,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
81,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
82,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
83,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
84,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
85,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
86,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
87,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
88,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
89,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
90,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
91,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
92,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
93,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
94,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
95,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
96,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
97,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
98,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
99,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
100,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
101,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
102,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
103,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
104,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
105,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
106,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
107,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
108,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
109,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
110,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
111,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
112,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
113,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
114,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
115,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
116,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
117,kept,6184,1600,923,6,704,391,14190,32900,0.080000,0.576875,9.829375,29.967500,32.757500,0.090625,0.081875,0.172500,0.160625,0.004375,0.003750,0.050000,0.049375,0.239375,0.383125,0.498125,0.992870,3.550932,3.451953,1.044550,0.183386,0.949650,0.054324,0.149764,0.001604,0.010288,0.409405,0.111456,0.183771,0.585115,fishing_dock|shipyard|guard_captain|fire_plans|trade_guild
