generation,status,fitness,games,wins,draws,port_wins,port_losses,dominance_cap_penalty,matchup_floor_penalty,matchup_recovery_bonus,min_matchup_win_rate,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,fishing_dock_built_rate,fishing_dock_active_rate,avg_fishing_boats,guard_captain_rate,avg_guard_captains,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,fishing_dock_bias,fishing_boat_bias,guard_captain_bias,fire_plans_bias,construction_idle_bias,build_priority
644,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
645,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
646,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
647,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
648,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
649,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
650,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
651,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
652,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
653,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
654,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
655,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
656,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
657,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
658,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
659,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
660,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
661,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
662,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
663,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
664,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
665,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
666,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
667,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
668,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
669,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
670,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
671,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
672,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
673,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
674,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
675,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
676,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
677,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
678,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
679,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
680,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
681,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
682,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
683,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
684,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
685,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
686,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
687,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
688,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
689,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
690,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
691,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
692,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
693,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
694,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
695,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
696,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
697,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
